,pelicula_id,compañia,recaudacion
12737,6038,Birnbaum / Barber Productions,88323487.0
12741,6038,Jackie Chan Films Limited,88323487.0
12745,6038,All Knight Productions,88323487.0
12809,14873,Walt Disney Pictures,135680000.0
12811,14873,Walt Disney Television Animation,135680000.0
12813,14873,Walt Disney Animation Australia,135680000.0
12815,14873,DisneyToon Studios,135680000.0
12833,12139,Hughes Entertainment,117270765.0
12834,12139,Warner Bros. Family Entertainment,117270765.0
12835,12139,Warner Bros.,117270765.0
12839,24883,,9800000.0
12845,17264,United Artists,37799643.0
12851,10929,New Line Cinema,0.0
12852,10929,Hard Eight Pictures,0.0
12853,15347,High Road,0.0
12859,2671,Kadokawa Shoten Publishing Co. Ltd.,8690429.0
12860,2671,Omega Project,8690429.0
12863,9669,,18686644.0
12864,42695,Sandrews,0.0
12865,18992,Twentieth Century Fox Film Corporation,0.0
12869,29912,Twentieth Century Fox Film Corporation,36000000.0
12870,7294,Yleisradio (YLE),0.0
12873,2662,Lionsgate,16829545.0
12874,2662,Spectacle Entertainment Group,16829545.0
12875,36658,Twentieth Century Fox Film Corporation,407711549.0
12878,36658,Donners' Company,407711549.0
12881,36658,Bad Hat Harry Productions,407711549.0
12884,36658,Marvel Enterprises,407711549.0
12887,36658,XM2 Productions,407711549.0
12890,36658,XF2 Canada Productions,407711549.0
12947,10708,Columbia Pictures,164433867.0
12948,10708,Revolution Studios,164433867.0
12949,10708,Davis Entertainment,164433867.0
12953,17464,TriStar Pictures,0.0
12954,17464,Cannon Films,0.0
12957,15259,Metro-Goldwyn-Mayer (MGM),0.0
12958,15259,Golan-Globus Productions,0.0
12959,42792,Paramount Pictures,0.0
12960,42792,Embassy Pictures,0.0
12961,604,Village Roadshow Pictures,738599701.0
12963,604,NPV Entertainment,738599701.0
12965,604,Heineken Branded Entertainment,738599701.0
12967,604,Silver Pictures,738599701.0
12969,604,Warner Bros.,738599701.0
13001,1555,Mate Producciones S.A.,3897799.0
13022,33875,4 Kids Entertainment,20867919.0
13030,310,Universal Pictures,484572835.0
13031,310,Spyglass Entertainment,484572835.0
13032,310,Shady Acres Entertainment,484572835.0
13033,310,Pit Bull Productions,484572835.0
13038,12,Pixar Animation Studios,940335536.0
13040,9902,Summit Entertainment,28650575.0
13042,9902,Newmarket Capital Group,28650575.0
13044,9902,Regency Enterprises,28650575.0
13046,9902,Constantin Film Produktion,28650575.0
13048,9902,Stan Winston Studio,28650575.0
13050,9902,Media Cooperation One,28650575.0
13052,9902,DCP Wrong Turn Productions,28650575.0
13068,584,Mikona Productions GmbH & Co. KG,236350661.0
13070,584,Universal Pictures,236350661.0
13072,584,Original Film,236350661.0
13074,584,Ardustry Entertainment,236350661.0
13092,5921,Paramount Pictures,0.0
13093,5921,Solar Productions,0.0
13094,5921,Embassy Pictures,0.0
13098,14676,Cinema Center Films,0.0
13100,14676,Sandy Howard Productions,0.0
13114,10152,New Line Cinema,39267515.0
13115,20694,Nickelodeon Movies,0.0
13116,20694,Paramount Animation,0.0
13119,35669,Hammer Film Productions,544476.0
13120,170,DNA Films,82719885.0
13122,170,British Film Council,82719885.0
13132,9471,Columbia Pictures,259175788.0
13135,9471,Wonderland Sound and Vision,259175788.0
13138,9471,Tall Trees Productions,259175788.0
13141,9471,Flower Films (II),259175788.0
13168,10327,Type A Films,124914842.0
13169,10327,Marc Platt Productions,124914842.0
13170,10327,Metro-Goldwyn-Mayer (MGM),124914842.0
13171,296,Columbia Pictures,435000000.0
13174,296,Intermedia Films,435000000.0
13177,296,Warner Bros.,435000000.0
13180,296,C-2 Pictures,435000000.0
13183,296,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,435000000.0
13186,296,Mostow/Lieberman Productions,435000000.0
13225,22,Walt Disney Pictures,655011224.0
13226,22,Jerry Bruckheimer Films,655011224.0
13231,8961,Columbia Pictures Corporation,273339556.0
13233,8961,Don Simpson/Jerry Bruckheimer Films,273339556.0
13251,9486,Universal Pictures,160583018.0
13257,9486,StudioCanal,160583018.0
13287,24259,,0.0
13289,1996,Paramount Pictures,156505388.0
13297,1996,Toho-Towa,156505388.0
13305,1996,Mutual Film Company,156505388.0
13313,1996,Lawrence Gordon Productions,156505388.0
13321,1996,British Broadcasting Corporation (BBC),156505388.0
13329,1996,October Pictures,156505388.0
13337,1996,Eidos Interactive,156505388.0
13513,12279,Dimension Films,197011982.0
13518,21882,United Artists,0.0
13519,21882,Levy-Gardner-Laven,0.0
13524,24993,Kings Road Entertainment,1250712.0
13528,4984,United Artists,0.0
13529,4984,Levy-Gardner-Laven,0.0
13534,8273,Universal Pictures,231449203.0
13535,8273,Zide-Perry Productions,231449203.0
13536,8273,LivePlanet,231449203.0
13537,8273,Loumolo & Co.,231449203.0
13542,9257,Original Film,116643346.0
13545,9257,Columbia Pictures Corporation,116643346.0
13548,9257,Camelot Pictures,116643346.0
13551,9257,Chris Lee Productions,116643346.0
13554,9257,Illusion Entertainment,116643346.0
13587,33954,Vanguard Films,0.0
13589,6466,New Line Cinema,114908830.0
13592,6466,Cecchi Gori Group Tiger Cinematografica,114908830.0
13595,6466,Avery Pix,114908830.0
13598,6466,Sean S. Cunningham Films,114908830.0
13601,6466,Crystal Lake Entertainment,114908830.0
13604,6466,WTC Productions,114908830.0
13607,6466,Yannix Technology Corporation,114908830.0
13610,10923,Splendid Pictures,58795814.0
13612,10923,Maverick Films,58795814.0
13614,10923,Metro-Goldwyn-Mayer (MGM),58795814.0
13616,10923,Dylan Sellers Productions,58795814.0
13618,10923,Madacy Entertainment,58795814.0
13620,9362,Universal Pictures,48572000.0
13621,9362,No Frills Film Production,48572000.0
13624,936,United Artists,10878107.0
13627,936,Mirisch G-E Productions,10878107.0
13636,12268,United Artists,33833201.0
13640,12268,Amjo Productions,33833201.0
13652,7504,Cracking the Earth Films,528972.0
13654,513,Kaleidoscope Entertainment,501533.0
13658,513,Trial by Fire Films,501533.0
13670,11351,United Artists,63102666.0
13671,11351,American Zoetrope,63102666.0
13672,11351,Myriad Pictures,63102666.0
13673,11351,Jeepers Creepers II,63102666.0
13678,2722,Telespan 2000,0.0
13679,2722,Impala,0.0
13682,11547,Lions Gate Films,30553394.0
13683,11547,Tonic Films,30553394.0
13684,11547,Down Home Entertainment,30553394.0
13685,11547,Cabin Pictures,30553394.0
13686,11547,Black Sky Entertainment,30553394.0
13687,11547,Deer Path Films,30553394.0
13688,1428,Columbia Pictures Corporation,98185582.0
13690,1428,Dimension Films,98185582.0
13692,1428,Troublemaker Studios,98185582.0
13694,10617,Golden Harvest Company,3826459.0
13698,10618,Golden Harvest Company,30399676.0
13702,10619,Golden Harvest Company,27540561.0
13705,10619,Film Workshop,27540561.0
13708,8408,Dead Films,34000000.0
13710,8408,Laurel Entertainment,34000000.0
13712,8408,Toei,34000000.0
13720,277,Lakeshore Entertainment,95708457.0
13724,277,Laurinfilm,95708457.0
13728,277,Subterranean Productions LLC,95708457.0
13732,277,Subterranean Productions UK Ltd.,95708457.0
13736,277,Underworld Produktions GmbH,95708457.0
13780,17614,Lama Films,0.0
13781,17614,Lama Productions,0.0
13782,17614,Israel Cable Programming (ICP),0.0
13789,18113,National Lampoon Productions,0.0
13790,11475,Villealfa Filmproduction Oy,0.0
13794,11806,Universal Pictures,147214049.0
13795,11806,Northern Lights Entertainment,147214049.0
13798,10438,Universal Pictures,118243066.0
13799,10438,Northern Lights Entertainment,118243066.0
13802,9871,Copperheart Entertainment,0.0
13806,33258,Lucasfilm,15014674.0
13807,33258,Universal Pictures,15014674.0
13812,11059,Boll Kino Beteiligungs GmbH & Co. KG,13818181.0
13815,11059,Brightlight Pictures,13818181.0
13818,11059,Herold Productions,13818181.0
13821,11059,Mindfire Entertainment,13818181.0
13848,24,Miramax Films,180949000.0
13851,24,A Band Apart,180949000.0
13854,24,Super Cool ManChu,180949000.0
13866,9373,New Line Cinema,107071655.0
13867,9373,Next Entertainment,107071655.0
13868,9373,Platinum Dunes,107071655.0
13869,9373,Focus Features,107071655.0
13870,9373,Radar Pictures,107071655.0
13871,9373,Chainsaw Productions LLC,107071655.0
13872,4256,Dimension Films,220673217.0
13873,4256,Brad Grey Pictures,220673217.0
13874,10009,Walt Disney Feature Animation,0.0
13883,10389,Mediacorp Raintree Pictures,0.0
13895,10389,Applause Pictures,0.0
13907,3117,Hammer Film Productions,0.0
13909,897,Epic Productions,170215.0
13910,224,Film Polski Film Agency,0.0
13911,224,"Zespól Filmowy ""X""",0.0
13914,27117,Universal Pictures,0.0
13920,50553,,0.0
13926,44383,Universal Pictures,0.0
13930,605,Village Roadshow Pictures,424988211.0
13934,605,NPV Entertainment,424988211.0
13938,605,Silver Pictures,424988211.0
13942,605,Warner Bros.,424988211.0
13994,11846,Sandollar Productions,89325780.0
13997,11846,Touchstone Pictures,89325780.0
14006,10147,Columbia Pictures,76488889.0
14008,10147,Triptych Pictures,76488889.0
14010,10147,Dimension Films (US version),76488889.0
14024,9556,Universal Pictures,48878502.0
14025,9556,Renaissance Pictures,48878502.0
14030,9065,Det Danske Filminstitut,0.0
14042,9065,Eurimages,0.0
14054,9065,Alicéléo,0.0
14102,38939,Amicus Productions,0.0
14103,38939,Metromedia Producers Corporation,0.0
14104,860,United Artists,79567667.0
14105,860,Sherwood Productions,79567667.0
14108,8010,Lamb Bear Entertainment,15556340.0
14117,951,Imagine Entertainment,201957688.0
14119,951,Universal Pictures,201957688.0
14121,3176,Nippon Shuppan Hanbai (Nippan) K.K.,25000000.0
14122,3176,GAGA,25000000.0
14123,3176,WoWow,25000000.0
14124,3176,AM Associates,25000000.0
14125,3176,Kobi Co.,25000000.0
14126,3176,MF Pictures,25000000.0
14139,11824,Wolfkill,0.0
14142,1594,United Artists,12368234.0
14146,1594,Mirisch Films Limited,12368234.0
14158,11811,Trimark Pictures,8556940.0
14164,9063,,0.0
14172,255,Les Films du Carrosse,0.0
14173,255,Les Productions Artistes Associés,0.0
14178,10028,Universal Pictures,62646763.0
14179,10028,Marc Platt Productions,62646763.0
14180,10028,NuAmerica Entertainment,62646763.0
14187,122,WingNut Films,1118888979.0
14189,122,New Line Cinema,1118888979.0
14199,11007,Twentieth Century Fox Film Corporation,190212113.0
14200,11007,Robert Simonds Productions,190212113.0
14201,11429,Vía Digital,0.0
14202,11429,Filmax,0.0
14203,11429,Castelao Producciones,0.0
14204,11429,Fantastic Factory (Filmax),0.0
14213,5205,White Mountain Films,0.0
14216,21779,Columbia Pictures Corporation,16318124.0
14219,1954,New Line Cinema,96060858.0
14221,1954,FilmEngine,96060858.0
14223,1954,Katalyst Films,96060858.0
14225,1954,BenderSpink,96060858.0
14227,1954,Province of British Columbia Production Services Tax Credit,96060858.0
14239,14114,,0.0
14240,21301,Metro-Goldwyn-Mayer (MGM),65070412.0
14242,44539,,0.0
14244,18841,Fragmighty,0.0
14245,18841,Transom Films,0.0
14246,18841,Valenti Entertainment,0.0
14253,30566,American International Pictures (AIP),0.0
14254,30566,Power Productions,0.0
14257,42466,American International Pictures (AIP),0.0
14258,42466,Power Productions,0.0
14259,44674,,0.0
14263,9838,Cannon Group,238227.0
14264,9838,Golan-Globus Productions,238227.0
14265,9838,Cannon Productions,238227.0
14272,10677,Miramax Films,27685016.0
14274,10677,Lions Gate Films,27685016.0
14276,10677,Artisan Entertainment,27685016.0
14278,10677,Lawrence Bender Productions,27685016.0
14280,10677,Havana Nights LLC,27685016.0
14292,17047,Splendid Pictures,28818995.0
14293,17047,Maverick Films,28818995.0
14294,17047,Metro-Goldwyn-Mayer (MGM),28818995.0
14295,17047,Dylan Sellers Productions,28818995.0
14296,17047,Madacy Entertainment,28818995.0
14297,11024,Mosaic Media Group,181466833.0
14298,11024,Warner Bros.,181466833.0
14305,553,Zentropa Entertainments,16680836.0
14314,553,Danmarks Radio (DR),16680836.0
14323,553,Trollhättan Film AB,16680836.0
14332,553,Memfis Film,16680836.0
14341,553,France 3 Cinéma,16680836.0
14350,553,Sveriges Television (SVT),16680836.0
14359,553,Yleisradio (YLE),16680836.0
14368,553,Arte France Cinéma,16680836.0
14377,553,Slot Machine,16680836.0
14386,553,Liberator Productions,16680836.0
14395,553,Nederlandse Programma Stichting (NPS),16680836.0
14404,553,Isabella Films B.V.,16680836.0
14413,553,WDR / Arte,16680836.0
14422,553,Film i Väst,16680836.0
14431,553,Pain Unlimited GmbH Filmproduktion,16680836.0
14440,553,Something Else B.V.,16680836.0
14449,553,Sigma Films,16680836.0
14458,553,Zoma Films Ltd.,16680836.0
14467,553,Norsk TV2 AS,16680836.0
14818,1487,Columbia Pictures,99318987.0
14820,1487,Revolution Studios,99318987.0
14822,1487,Dark Horse Entertainment,99318987.0
14824,1487,Lawrence Gordon Productions,99318987.0
14826,1487,Starlite Films,99318987.0
14848,11137,Paramount Pictures,0.0
14854,11137,Lions Gate Films,0.0
14860,11137,Epsilon Motion Pictures,0.0
14866,11137,Stillking Films,0.0
14872,11137,Sobini Films,0.0
14908,11358,Metro-Goldwyn-Mayer (MGM),57223890.0
14909,11358,Mandeville Films,57223890.0
14910,11358,WWE Studios,57223890.0
14911,11358,Hyde Park Entertainment,57223890.0
14912,11358,Burke/Samples/Foster Productions,57223890.0
14913,11358,Cub Eight Productions,57223890.0
14932,2122,Cheyenne Enterprises,26155781.0
14935,2122,Franchise Pictures,26155781.0
14938,2122,MHF Zweite Academy Film,26155781.0
14941,2122,Eclipse Catering,26155781.0
14944,2122,Nine Yards Two Productions,26155781.0
14947,2122,Nine Yards Productions,26155781.0
14986,923,Laurel Group,55000000.0
14989,923,Dawn Associates,55000000.0
14992,34082,Bing Crosby Productions,0.0
14993,393,Miramax Films,152159461.0
14997,393,A Band Apart,152159461.0
15001,393,Super Cool ManChu,152159461.0
15029,10625,Paramount Pictures,129042871.0
15033,10625,Broadway Video,129042871.0
15037,10625,M.G. Films,129042871.0
15041,7131,Universal Pictures,300257475.0
15045,7131,Stillking Films,300257475.0
15049,7131,"Sommers Company, The",300257475.0
15077,22137,Zentropa,0.0
15083,10035,Dream Entertainment,0.0
15086,20561,,0.0
15088,667,Eon Productions,111584787.0
15097,700,Eon Productions,187500000.0
15121,36670,PSO International,160000000.0
15133,36670,TaliaFilm II Productions,160000000.0
15145,36670,Woodcote,160000000.0
15229,10940,Babylonian Productions,0.0
15230,10940,Turner Network Television (TNT),0.0
15237,9356,TriStar Pictures,0.0
15239,16113,Golan-Globus,17768900.0
15255,25508,RKO Radio Pictures,4000000.0
15264,12310,Film Trust S.A.,0.0
15266,12310,Este Films,0.0
15280,39907,Film Bangkok,0.0
15281,39907,BEC-TERO Entertainment,0.0
15286,9545,TriStar Pictures,18994653.0
15288,9545,Iguana Producciones,18994653.0
15290,9545,Baltimore Pictures,18994653.0
15292,9545,Sniper Productions,18994653.0
15310,10916,Babylonian Productions,0.0
15311,10916,Turner Network Television (TNT),0.0
15318,10921,Babylonian Productions,0.0
15319,10921,Turner Network Television (TNT),0.0
15326,10941,Babylonian Productions,0.0
15327,10941,Turner Network Television (TNT),0.0
15334,14589,Metro-Goldwyn-Mayer (MGM),0.0
15336,14594,Metro-Goldwyn-Mayer (MGM),0.0
15339,14590,Metro-Goldwyn-Mayer (MGM),0.0
15343,14588,Metro-Goldwyn-Mayer (MGM),0.0
15346,14595,Metro-Goldwyn-Mayer (MGM),0.0
15351,1583,Little Shark Entertainment GmbH,0.0
15352,17653,Eastern Productions,3956913.0
15355,11069,MCA/Universal Pictures,0.0
15357,11069,Stampede Entertainment,0.0
15371,10829,Stampede Entertainment,0.0
15372,10829,Universal Family and Home Entertainment,0.0
15381,31952,Hammer Film Productions,0.0
15383,54396,The Cheerleaders Company,0.0
15384,40810,Toei Company,0.0
15385,40812,Toei Company,0.0
15387,3075,Hammer Film Productions,0.0
15389,43096,Columbia Pictures Corporation,0.0
15391,11506,Svensk Filmindustri (SF),0.0
15399,29455,Svensk Filmindustri (SF),0.0
15400,11602,Svensk Filmindustri (SF),0.0
15402,42632,The Foundation,0.0
15404,10775,Media Asia Films,8708932.0
15409,15618,Empire Pictures,0.0
15410,15618,Altar Productions,0.0
15413,13282,New World Pictures,8000000.0
15416,26268,Warner Bros.,12000000.0
15421,250,Steen Herdel Filmproduktion,0.0
15433,19086,Cannon Group,6698361.0
15435,19086,Metro-Goldwyn-Mayer (MGM),6698361.0
15441,15824,Zentropa Entertainments,0.0
15445,11315,,0.0
15449,5165,Cino del Duca,0.0
15457,19128,Critérion Film,0.0
15460,19128,CEI Incom,0.0
15463,19128,Central Cinema Company Film (CCC),0.0
15484,33560,Blurco,0.0
15486,15371,Tokyo Movie Shinsha (TMS),0.0
15489,27601,Troma Entertainment,0.0
15491,17346,Portrait Films,0.0
15492,809,DreamWorks SKG,919838758.0
15493,809,Pacific Data Images (PDI),919838758.0
15494,809,DreamWorks Animation,919838758.0
15507,673,1492 Pictures,789804554.0
15509,673,Heyday films,789804554.0
15511,673,Warner Bros.,789804554.0
15525,2789,One Race Films,115772733.0
15526,2789,Radar Pictures,115772733.0
15529,8920,Twentieth Century Fox Film Corporation,200804534.0
15530,8920,Davis Entertainment,200804534.0
15531,8920,Twentieth Century Fox Animation,200804534.0
15538,11546,Warner Bros.,126247.0
15540,17481,Twentieth Century Fox Film Corporation,0.0
15543,27118,Twentieth Century Fox Film Corporation,0.0
15547,9372,Kathbur Pictures,28575078.0
15550,44695,Fanfare Films,36000000.0
15551,44695,American International Productions,36000000.0
15552,44695,Otis Productions,36000000.0
15556,31217,Shôchiku Eiga,0.0
15558,31217,Ninjin Club,0.0
15568,38582,Toho Film (Eiga) Co. Ltd.,0.0
15569,38582,Toho Company,0.0
15570,38582,Toho Eizo Co.,0.0
15574,9542,Silver Screen Partners,5844868.0
15575,9542,TriStar Pictures,5844868.0
15576,9542,HBO Pictures,5844868.0
15583,24236,Walt Disney Productions,0.0
15585,10606,New World Pictures,0.0
15586,10606,Cinema Group Ventures,0.0
15587,10606,New Pictures Group,0.0
15588,6081,United Artists,49579269.0
15592,6081,Jewel Productions,49579269.0
15596,6081,Pimlico Films,49579269.0
15600,6081,Sellers-Edwards productions,49579269.0
15652,2330,ARP Sélection,268254.0
15656,2330,Cofimage 9,268254.0
15660,2330,TF1 Films Production,268254.0
15664,2330,Canal+,268254.0
15668,2330,EuropaCorp,268254.0
15672,2330,Studio Image 4,268254.0
15724,2334,Europa Corp,65497208.0
15726,2202,Metro-Goldwyn-Mayer (MGM),0.0
15729,558,Columbia Pictures,783766341.0
15732,558,Laura Ziskin Productions,783766341.0
15735,558,Marvel Enterprises,783766341.0
15756,80,Castle Rock Entertainment,15992615.0
15758,80,Detour Film Production,15992615.0
15760,80,Warner Independent Pictures (WIP),15992615.0
15768,8699,Apatow Productions,90574188.0
15769,11247,Gaylord Films,70067909.0
15775,11247,Warner Bros.,70067909.0
15781,11247,Dylan Sellers Productions,70067909.0
15787,11247,Clifford Werber Productions,70067909.0
15793,36627,Dovzhenko Film Studios,0.0
15794,36627,Belarusfilm,0.0
15795,36627,"PRF ""Zespol Filmowy""",0.0
15802,2502,Universal Pictures,288500217.0
15810,2502,The Kennedy/Marshall Company,288500217.0
15818,2502,Hypnotic,288500217.0
15826,2502,Motion Picture THETA Produktionsgesellschaft,288500217.0
15834,2502,Ludlum Entertainment,288500217.0
15922,12625,The Mirisch Corporation,0.0
15924,12625,The Mirisch Production Company,0.0
15938,43417,The Mirisch Production Company,0.0
15942,20408,Universal Pictures,0.0
15946,18706,Universal Pictures,0.0
15964,34327,Universal Pictures,0.0
15968,20417,Universal Studios,0.0
15972,35780,Century 21 Television,0.0
15973,35780,Associated Television (Overseas) Limited,0.0
15980,25361,Century 21 Television,0.0
15981,25361,Associated Television International,0.0
15988,25536,Milky Way Image Company,0.0
15994,11282,New Line Cinema,23936908.0
15998,11130,Walt Disney Pictures,95149435.0
16002,395,Impact Pictures,171183863.0
16012,395,Studio Babelsberg,171183863.0
16022,395,Twentieth Century Fox Film Corporation,171183863.0
16032,395,Davis Entertainment,171183863.0
16042,395,Stillking Films,171183863.0
16052,395,Brandywine Productions,171183863.0
16062,395,Lonlink Productions,171183863.0
16072,395,Kut Productions,171183863.0
16082,395,Inside Track Films,171183863.0
16092,395,Charenton Productions Limited,171183863.0
16102,395,Revolution Sun Studios,171183863.0
16332,10762,Paramount Pictures,69631118.0
16333,10762,De Line Pictures,69631118.0
16340,11026,Morgan Creek Productions,78000586.0
16341,11026,Dominion Productions,78000586.0
16346,36912,Universal Pictures,6347072.0
16352,44415,,0.0
16354,11237,Screen Gems,70992898.0
16356,11237,Middle Fork Productions,70992898.0
16374,13559,New Line Cinema,0.0
16375,13559,Allied Film Production,0.0
16380,24924,Republic Pictures,3109904.0
16382,24924,Meridian Productions,3109904.0
16384,24924,Paragon Arts International,3109904.0
16386,17994,,0.0
16388,1577,Impact Pictures,129394835.0
16393,1577,Constantin Film Ltd.,129394835.0
16418,26230,Troma Entertainment,0.0
16421,27816,Shapiro-Glickenhaus Entertainment,0.0
16422,27815,Shapiro-Glickenhaus Entertainment,0.0
16423,29445,Det Danske Filminstitut,0.0
16425,29445,Elementfilm A/S,0.0
16431,28153,Warner Bros.,0.0
16432,28153,Larco Productions,0.0
16433,1970,Ghost House Pictures,183474602.0
16437,1970,Vertigo Entertainment,183474602.0
16441,1970,Senator International,183474602.0
16445,1970,Colombia Pictures,183474602.0
16449,1970,Fellah Pictures,183474602.0
16493,176,Lions Gate Films,103911669.0
16494,176,Twisted Pictures,103911669.0
16495,176,Evolution Entertainment,103911669.0
16496,176,Saw Productions Inc.,103911669.0
16505,9806,Walt Disney Pictures,631442092.0
16507,9806,Pixar Animation Studios,631442092.0
16521,11249,Rogue Pictures,24829644.0
16527,9801,Miramax Films,40203020.0
16542,9801,Universal Pictures,40203020.0
16557,9801,Studio Canal,40203020.0
16572,9801,Working Title Films,40203020.0
16587,9801,Atlantic Television,40203020.0
16602,9801,Little Bird,40203020.0
16707,2059,Walt Disney Pictures,347451894.0
16710,2059,Jerry Bruckheimer Films,347451894.0
16713,2059,Saturn Films,347451894.0
16716,2059,Junction Entertainment,347451894.0
16755,11836,Paramount Pictures,140161792.0
16756,11836,Nickelodeon Movies,140161792.0
16757,11836,United Plankton Pictures,140161792.0
16764,163,Village Roadshow Pictures,362744280.0
16769,163,Section Eight,362744280.0
16774,163,Jerry Weintraub Productions,362744280.0
16779,163,Warner Bros.,362744280.0
16784,163,WV Films III,362744280.0
16814,36648,New Line Cinema,128905366.0
16816,36648,Amen Ra Films,128905366.0
16818,36648,Shawn Danielle Productions Ltd.,128905366.0
16820,36648,Imaginary Forces,128905366.0
16822,36648,Marvel Enterprises,128905366.0
16824,36648,Peter Frankfurt Productions,128905366.0
16886,33740,Metro-Goldwyn-Mayer (MGM),0.0
16889,74719,Metro-Goldwyn-Mayer (MGM),0.0
16892,77448,Metro-Goldwyn-Mayer (MGM),0.0
16893,77448,Turner Entertainment,0.0
16898,28421,Universal Pictures,0.0
16903,27503,Metro-Goldwyn-Mayer (MGM),0.0
16906,43149,RKO Radio Pictures,0.0
16914,27970,Universal Pictures,0.0
16923,23101,Hal Roach Studios,0.0
16926,23336,War activities committee of the motion pictures industry,0.0
16929,28436,RKO Radio Pictures,0.0
16931,9797,Mosfilm,0.0
16932,9797,TsOKS,0.0
16935,31980,Paramount Pictures,0.0
16936,31980,Bing Crosby Productions,0.0
16937,31980,Hope Enterprises,0.0
16938,4558,Films du Palais Royal,0.0
16939,4558,Andre Paulve Film,0.0
16944,43388,Metro-Goldwyn-Mayer (MGM),0.0
16947,30801,Paramount Pictures,0.0
16950,11402,,0.0
16951,31372,Toho Company,0.0
16954,31374,Toho Company,0.0
16957,31378,Toho Company,0.0
16962,34528,Shôchiku Eiga,0.0
16971,34530,Shôchiku Eiga,0.0
16974,34530,Ninjin Club,0.0
16989,21135,Paris Film,0.0
16995,21135,Cineriz,0.0
17001,21135,Interopa Film,0.0
17025,17102,Seven Arts Productions,364937.0
17026,17102,Hammer Film Productions,364937.0
17027,11047,Belvision,0.0
17029,11047,Dargaud Films,0.0
17043,9929,Belvision,0.0
17045,9929,Dargaud Films,0.0
17059,29778,Hammer Film Productions,0.0
17061,29748,Hammer Film Productions,0.0
17062,70327,Daiei Studios,0.0
17065,9394,West Film,0.0
17068,34479,Hammer Film Productions,0.0
17069,40732,Svensk Filmindustri (SF),0.0
17071,18250,American International Pictures (AIP),0.0
17075,33020,Hammer Film Productions,0.0
17076,12089,Gaumont,0.0
17078,12089,Madeleine Films,0.0
17080,12089,Les Productions de la Guéville,0.0
17088,41471,Katsu Production Co. Ltd.,0.0
17090,17810,Katsu Production Co. Ltd.,0.0
17092,9474,Rafran Cinematografica,0.0
17093,9474,Les Films Jacques Leitienne,0.0
17094,9474,Rialto Film Preben-Philipsen,0.0
17095,9474,Alcinter,0.0
17100,25473,Bing Crosby Productions,0.0
17103,24402,Trinacra Films,0.0
17104,24402,Orphée Productions,0.0
17107,16246,Halicki Productions,0.0
17111,28994,,0.0
17113,19174,Comedian Intl Enterprise Productions (C.I.E.),0.0
17116,9385,Dargaud Films,0.0
17117,9385,Les Productions René Goscinny,0.0
17118,9385,Studios Idéfix,0.0
17128,28209,Trinacra Films,0.0
17130,10711,Twentieth Century Fox Film Corporation,12484444.0
17138,43430,Mosfilm,0.0
17141,47313,Toei Tokyo,0.0
17145,5725,,0.0
17146,38783,ABC Circle Films,0.0
17147,38783,Dan Curtis Productions,0.0
17150,10640,American International Pictures (AIP),0.0
17154,5651,,0.0
17155,16378,,0.0
17156,1362,Rankin/Bass Productions,0.0
17159,33701,Trinacra Films,0.0
17160,33701,Ragewar Productions,0.0
17161,14087,Gen Productions,0.0
17164,1884,Lucasfilm,0.0
17165,1884,Korty Films,0.0
17174,27414,TriStar Pictures,0.0
17176,17663,Sullivan Entertainment,0.0
17178,8868,Dargaud Films,0.0
17179,8868,Gaumont International,0.0
17180,8868,Les Productions René Goscinny,0.0
17190,29903,Rodeo Productions,0.0
17192,29903,Aries Cinematográfica Argentina,0.0
17206,14029,DACFILM Rome,0.0
17209,10372,Lucasfilm,0.0
17210,67342,Toho-Towa,0.0
17211,67342,Bo Ho Film Company Ltd.,0.0
17212,67342,Golden Harvest Company Ltd.,0.0
17219,9056,Golden Way Films Ltd.,0.0
17220,9056,Paragon Films Ltd.,0.0
17225,9318,Gaumont International,0.0
17226,9318,Gutenberghus,0.0
17233,10570,First Floor Features,0.0
17234,11471,Cinema City Company Limited,4469460.0
17243,22572,New World Pictures,0.0
17247,49964,Kanoon,0.0
17248,49964,The Institute for the Intellectual Development of Children & Young Adults,0.0
17249,30421,Cinema City,0.0
17251,18305,Cinema City,0.0
17263,14571,Studio DEEN,0.0
17266,20562,,0.0
17268,18311,Media Asia Films,141864.0
17280,1483,Theatre Of Material,0.0
17282,34376,Gladden Entertainment,3752426.0
17286,29904,Triana Films,0.0
17292,83761,Kanoon,0.0
17293,83761,The Institute for the Intellectual Development of Children & Young Adults,0.0
17296,34683,Danmarks Radio (DR),0.0
17299,34683,Memfis Film,0.0
17302,34683,J&M Entertainment,0.0
17305,47350,,0.0
17307,25684,Cannon Group,0.0
17308,25684,International Movie Service S.r.l.,0.0
17311,18817,Mandarin Films Distribution Co,0.0
17321,16437,Trimark Pictures,0.0
17322,16437,Anglo-American Film Corporation,0.0
17327,17811,,2967668.0
17331,12088,Village Roadshow Pictures,6739141.0
17333,12088,Davis Entertainment,6739141.0
17335,12088,Fortress Films,6739141.0
17349,30366,,0.0
17364,35610,Trimark Pictures,2970.0
17366,12664,Miramax Films,0.0
17367,12664,BBC Films,0.0
17370,32764,Wega Film,0.0
17374,26877,Golden Harvest Company,0.0
17375,26877,Wong Jing's Workshop,0.0
17380,18998,Renaissance Pictures,0.0
17384,11067,Warner Bros.,30626182.0
